,Name,Rating,Number of ratings,Number of reviews,Actual Price,Discount Price
109,"DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.65 Kg, With MS Office)",4.2,1621,137,50479.0,35740.0
110,"Lenovo IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ALC7 2 Thin and Light Laptop  (39.62 cm, Cloud Grey, 1.65 kg, With MS Office)",4.2,4130,401,55090.0,35990.0
111,"HP AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",4.2,3973,367,47147.0,31824.0
112,"Acer Aspire 3 Backlit Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light Laptop  (14 Inch, Steel Gray, 1.45 Kg)",4.0,35,1,44000.0,32990.0
113,"ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thin and Light Laptop  (15.6 inch, Space Grey, 1.76 Kg)",3.8,409,64,60999.0,29990.0
114,"Apple 2022 MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A  (13.6 Inch, Midnight, 1.24 Kg)",4.7,6501,475,99900.0,91990.0
115,"HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU Thin and Light Laptop  (15.6 inch, Star Black, 1.69 Kg)",4.2,1888,108,62526.0,52990.0
116,"SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) NP940XGK-KG1IN / NP940XGK-LG1IN Thin and Light Laptop  (14 inch, Moonstone Gray, 1.23 kg, With MS Office)",3.3,7,0,151789.0,131990.0
117,"HP 2023 Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)",4.2,1888,108,70822.0,49990.0
118,"ASUS Vivobook Go 15 (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ522WS Thin and Light Laptop  (15.6 Inch, Mixed Black, 1.63 Kg, With MS Office)",4.2,1277,87,62990.0,43990.0
119,"Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V15 G4 AMN 1 Thin and Light Laptop  (39.62 cm, Arctic Grey, 1.65 Kg)",4.2,1153,103,59400.0,27989.0
120,"HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 kg, With MS Office)",4.2,5425,482,51134.0,38990.0
121,"ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/144 Hz/70 TGP) FX506HF-HN075W Gaming Laptop  (15.6 Inch, Graphite Black, 2.30 kg)",4.3,4664,420,75990.0,47990.0
122,"Thomson Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/Windows 11 Home) IN-PX14C Thin and Light Laptop  (14.1 inch, Silver, 1.30 kg)",4.7,0,0,24990.0,16490.0
123,"Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light Laptop  (14 Inch, Steel Gray, 1.45 Kg)",4.0,281,26,43000.0,31990.0
124,"MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / Modern 14 C12MO-1021IN Thin and Light Laptop  (14 Inch, Urban Silver, 1.4 Kg)",4.2,874,107,52990.0,37880.0
125,"ASUS Vivobook 14 (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK321WS Thin and Light Laptop  (14 Inch, Quiet Blue, 1.40 kg, With MS Office)",4.1,302,29,57990.0,38990.0
126,"Lenovo Yoga Slim 7 AI PC WUXGA OLED Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9 Thin and Light Laptop  (14 inch, Luna Grey, 1.39 Kg, With MS Office)",4.0,5,2,146890.0,107990.0
127,"SAMSUNG Galaxy Book4 Intel Core 5 120U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGK-KG1IN / NP750XGK-LG1IN Thin and Light Laptop  (15.6 Inch, Gray, 1.55 Kg, With MS Office)",4.2,58,7,86239.0,68990.0
128,"ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK321WS Thin and Light Laptop  (15.6 Inch, Cool Silver, 1.63 Kg, With MS Office)",4.4,1958,239,61990.0,41990.0
129,"Acer Aspire 7 (2024) Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A715-76G-52H4/ A715-76G Gaming Laptop  (15.6 Inch, Charcoal Black, 2.1 Kg)",4.2,1971,177,78999.0,56990.0
130,"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/144 Hz/50 TGP) M6500QF-HN741WS Gaming Laptop  (15.6 Inch, Quiet Blue, 1.80 Kg, With MS Office)",4.3,321,20,90990.0,55990.0
131,"HP Pavilion (2023) Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3079TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)",4.3,440,34,83705.0,65990.0
132,"ZEBRONICS Pro Series Z Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 3S Thin and Light Laptop  (15.6 Inch, Blue, 1.76 Kg)",3.9,204,23,50999.0,24990.0
133,"ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin and Light Laptop  (15.6 Inch, Icelight Silver, 1.70 kg, With MS Office)",4.3,3496,303,56990.0,37990.0
134,"ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-LK542WS Thin and Light Laptop  (15.6 Inch, Mixed Black, 1.63 Kg, With MS Office)",4.4,119,10,79990.0,50990.0
135,"Apple 2022 MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A  (13.6 Inch, Space Grey, 1.24 Kg)",4.7,6501,475,99900.0,87990.0
136,"HP AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",4.2,3973,367,47147.0,31824.0
137,"HP Laptop Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0123TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.59 kg)",3.9,0,0,39995.0,36990.0
138,"Infinix ZEROBOOK 13 Intel Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin and Light Laptop  (15.6 inch, Silver, 1.80 Kg, With MS Office)",4.0,700,111,149900.0,54990.0
139,"HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) 15-fa1351TX Gaming Laptop  (15.6 inch, Performance Blue)",4.3,321,19,76353.0,58800.0
140,"Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.62 kg, With MS Office)",4.0,108,6,72190.0,43990.0
141,"HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) 15-fa1327TX Gaming Laptop  (15.6 inch, Performance Blue, 2.3 Kg, With MS Office)",4.6,100,7,92110.0,76440.0
142,"SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) NP940XGK-KG1IN / NP940XGK-LG1IN Thin and Light Laptop  (14 inch, Moonstone Gray, 1.23 kg, With MS Office)",3.3,7,0,151789.0,131990.0
143,"Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-58UB Thin and Light Laptop  (14 Inch, Pure Silver, 1.25 Kg, With MS Office)",4.3,871,87,93999.0,65990.0
